Id;Position1F1S1;Position2F1S1;Position3F1S1;Position4F1S1;Position5F1S1;Position6F1S1;Position7F1S1;Position8F1S1;Position9F1S1;Position10F1S1;Position11F1S1;LocationX1F1S1;LocationY1F1S1;LocationX2F1S1;LocationY2F1S1;LocationX3F1S1;LocationY3F1S1;LocationX4F1S1;LocationY4F1S1;LocationX5F1S1;LocationY5F1S1;LocationX6F1S1;LocationY6F1S1;LocationX7F1S1;LocationY7F1S1;LocationX8F1S1;LocationY8F1S1;LocationX9F1S1;LocationY9F1S1;LocationX10F1S1;LocationY10F1S1;LocationX11F1S1;LocationY11F1S1;Position1F2S1;Position2F2S1;Position3F2S1;Position4F2S1;Position5F2S1;Position6F2S1;Position7F2S1;Position8F2S1;Position9F2S1;Position10F2S1;Position11F2S1;LocationX1F2S1;LocationY1F2S1;LocationX2F2S1;LocationY2F2S1;LocationX3F2S1;LocationY3F2S1;LocationX4F2S1;LocationY4F2S1;LocationX5F2S1;LocationY5F2S1;LocationX6F2S1;LocationY6F2S1;LocationX7F2S1;LocationY7F2S1;LocationX8F2S1;LocationY8F2S1;LocationX9F2S1;LocationY9F2S1;LocationX10F2S1;LocationY10F2S1;LocationX11F2S1;LocationY11F2S1;Position1F3S1;Position2F3S1;Position3F3S1;Position4F3S1;Position5F3S1;Position6F3S1;Position7F3S1;Position8F3S1;Position9F3S1;Position10F3S1;Position11F3S1;LocationX1F3S1;LocationY1F3S1;LocationX2F3S1;LocationY2F3S1;LocationX3F3S1;LocationY3F3S1;LocationX4F3S1;LocationY4F3S1;LocationX5F3S1;LocationY5F3S1;LocationX6F3S1;LocationY6F3S1;LocationX7F3S1;LocationY7F3S1;LocationX8F3S1;LocationY8F3S1;LocationX9F3S1;LocationY9F3S1;LocationX10F3S1;LocationY10F3S1;LocationX11F3S1;LocationY11F3S1;AttackingStylesS1;BuildUpS1;AttackingAreaS1;PositioningS1;SupportRangeS1;NumbersInAttackS1;DefensiveStylesS1;ContainmentAreaS1;PressuringS1;DefensiveLineS1;CompactnessS1;NumbersInDefenseS1;FluidS1;AdvancedAtt1S1;AdvancedAtt2S1;AdvancedDef1S1;AdvancedDef2S1;FFS1;Value1S1;Value2S1;Value3S1;Value4S1;Value5S1;Position1F1S2;Position2F1S2;Position3F1S2;Position4F1S2;Position5F1S2;Position6F1S2;Position7F1S2;Position8F1S2;Position9F1S2;Position10F1S2;Position11F1S2;LocationX1F1S2;LocationY1F1S2;LocationX2F1S2;LocationY2F1S2;LocationX3F1S2;LocationY3F1S2;LocationX4F1S2;LocationY4F1S2;LocationX5F1S2;LocationY5F1S2;LocationX6F1S2;LocationY6F1S2;LocationX7F1S2;LocationY7F1S2;LocationX8F1S2;LocationY8F1S2;LocationX9F1S2;LocationY9F1S2;LocationX10F1S2;LocationY10F1S2;LocationX11F1S2;LocationY11F1S2;Position1F2S2;Position2F2S2;Position3F2S2;Position4F2S2;Position5F2S2;Position6F2S2;Position7F2S2;Position8F2S2;Position9F2S2;Position10F2S2;Position11F2S2;LocationX1F2S2;LocationY1F2S2;LocationX2F2S2;LocationY2F2S2;LocationX3F2S2;LocationY3F2S2;LocationX4F2S2;LocationY4F2S2;LocationX5F2S2;LocationY5F2S2;LocationX6F2S2;LocationY6F2S2;LocationX7F2S2;LocationY7F2S2;LocationX8F2S2;LocationY8F2S2;LocationX9F2S2;LocationY9F2S2;LocationX10F2S2;LocationY10F2S2;LocationX11F2S2;LocationY11F2S2;Position1F3S2;Position2F3S2;Position3F3S2;Position4F3S2;Position5F3S2;Position6F3S2;Position7F3S2;Position8F3S2;Position9F3S2;Position10F3S2;Position11F3S2;LocationX1F3S2;LocationY1F3S2;LocationX2F3S2;LocationY2F3S2;LocationX3F3S2;LocationY3F3S2;LocationX4F3S2;LocationY4F3S2;LocationX5F3S2;LocationY5F3S2;LocationX6F3S2;LocationY6F3S2;LocationX7F3S2;LocationY7F3S2;LocationX8F3S2;LocationY8F3S2;LocationX9F3S2;LocationY9F3S2;LocationX10F3S2;LocationY10F3S2;LocationX11F3S2;LocationY11F3S2;AttackingStylesS2;BuildUpS2;AttackingAreaS2;PositioningS2;SupportRangeS2;NumbersInAttackS2;DefensiveStylesS2;ContainmentAreaS2;PressuringS2;DefensiveLineS2;CompactnessS2;NumbersInDefenseS2;FluidS2;AdvancedAtt1S2;AdvancedAtt2S2;AdvancedDef1S2;AdvancedDef2S2;FFS2;Value1S2;Value2S2;Value3S2;Value4S2;Value5S2;Position1F1S3;Position2F1S3;Position3F1S3;Position4F1S3;Position5F1S3;Position6F1S3;Position7F1S3;Position8F1S3;Position9F1S3;Position10F1S3;Position11F1S3;LocationX1F1S3;LocationY1F1S3;LocationX2F1S3;LocationY2F1S3;LocationX3F1S3;LocationY3F1S3;LocationX4F1S3;LocationY4F1S3;LocationX5F1S3;LocationY5F1S3;LocationX6F1S3;LocationY6F1S3;LocationX7F1S3;LocationY7F1S3;LocationX8F1S3;LocationY8F1S3;LocationX9F1S3;LocationY9F1S3;LocationX10F1S3;LocationY10F1S3;LocationX11F1S3;LocationY11F1S3;Position1F2S3;Position2F2S3;Position3F2S3;Position4F2S3;Position5F2S3;Position6F2S3;Position7F2S3;Position8F2S3;Position9F2S3;Position10F2S3;Position11F2S3;LocationX1F2S3;LocationY1F2S3;LocationX2F2S3;LocationY2F2S3;LocationX3F2S3;LocationY3F2S3;LocationX4F2S3;LocationY4F2S3;LocationX5F2S3;LocationY5F2S3;LocationX6F2S3;LocationY6F2S3;LocationX7F2S3;LocationY7F2S3;LocationX8F2S3;LocationY8F2S3;LocationX9F2S3;LocationY9F2S3;LocationX10F2S3;LocationY10F2S3;LocationX11F2S3;LocationY11F2S3;Position1F3S3;Position2F3S3;Position3F3S3;Position4F3S3;Position5F3S3;Position6F3S3;Position7F3S3;Position8F3S3;Position9F3S3;Position10F3S3;Position11F3S3;LocationX1F3S3;LocationY1F3S3;LocationX2F3S3;LocationY2F3S3;LocationX3F3S3;LocationY3F3S3;LocationX4F3S3;LocationY4F3S3;LocationX5F3S3;LocationY5F3S3;LocationX6F3S3;LocationY6F3S3;LocationX7F3S3;LocationY7F3S3;LocationX8F3S3;LocationY8F3S3;LocationX9F3S3;LocationY9F3S3;LocationX10F3S3;LocationY10F3S3;LocationX11F3S3;LocationY11F3S3;AttackingStylesS3;BuildUpS3;AttackingAreaS3;PositioningS3;SupportRangeS3;NumbersInAttackS3;DefensiveStylesS3;ContainmentAreaS3;PressuringS3;DefensiveLineS3;CompactnessS3;NumbersInDefenseS3;FluidS3;AdvancedAtt1S3;AdvancedAtt2S3;AdvancedDef1S3;AdvancedDef2S3;FFS3;Value1S3;Value2S3;Value3S3;Value4S3;Value5S3;IndexPlayer1;IndexPlayer2;IndexPlayer3;IndexPlayer4;IndexPlayer5;IndexPlayer6;IndexPlayer7;IndexPlayer8;IndexPlayer9;IndexPlayer10;IndexPlayer11;IndexPlayer12;IndexPlayer13;IndexPlayer14;IndexPlayer15;IndexPlayer16;IndexPlayer17;IndexPlayer18;IndexPlayer19;IndexPlayer20;IndexPlayer21;IndexPlayer22;IndexPlayer23;IndexPlayer24;IndexPlayer25;IndexPlayer26;IndexPlayer27;IndexPlayer28;IndexPlayer29;IndexPlayer30;IndexPlayer31;IndexPlayer32;IndexPlayer33;IndexPlayer34;IndexPlayer35;IndexPlayer36;IndexPlayer37;IndexPlayer38;IndexPlayer39;IndexPlayer40;Captain;ShortFK;LongFK;RightCorner;LeftCorner;Penalty;SecondKicker;Header1;Header2;Header3;AutoSubstitutions;OffsideTrap;SwitchTactics;AutoChangeAttDef;Value1;Value2;Zeros
4237;0;1;1;3;2;4;5;5;7;6;12;3;52;11;64;11;40;13;88;13;16;20;52;23;72;23;32;34;89;34;16;43;52;0;1;1;3;2;4;5;5;10;9;12;3;52;11;64;11;40;13;88;13;16;20;52;23;72;23;32;44;89;44;16;43;52;0;1;1;3;2;4;5;5;7;6;12;3;52;11;64;11;40;13;88;13;16;20;52;23;72;23;32;34;89;34;15;43;52;0;1;1;1;5;2;1;0;0;2;8;2;0;0;0;0;0;0;0;0;0;0;0;0;1;1;3;2;4;5;5;8;8;12;3;52;11;64;11;40;13;88;13;16;19;51;23;72;23;32;31;66;31;38;42;53;0;1;1;3;2;4;5;5;10;9;12;3;52;11;64;11;40;13;88;13;16;19;51;23;72;23;32;35;84;35;19;42;53;0;1;1;3;2;4;4;4;8;8;12;3;52;11;64;11;40;13;88;13;16;19;51;23;72;23;32;31;66;31;38;42;53;0;1;1;1;2;2;0;0;0;1;5;2;0;0;0;0;0;0;0;0;0;0;0;0;1;1;3;2;4;5;5;7;6;12;3;52;11;64;11;40;13;88;13;16;20;52;23;72;23;32;34;89;34;16;43;52;0;1;1;3;2;4;5;5;10;9;12;3;52;11;64;11;40;13;88;13;16;20;52;23;72;23;32;44;89;44;16;43;52;0;1;1;3;2;4;5;5;7;6;12;3;52;11;64;11;40;13;88;13;16;20;52;23;72;23;32;34;89;34;15;43;52;0;1;1;1;5;2;1;0;0;2;8;2;0;0;0;0;0;0;0;0;0;0;0;0;5;6;11;9;12;16;15;22;24;27;1;7;8;10;13;18;19;20;30;21;25;26;2;3;4;28;29;31;14;17;23;32;33;34;35;36;37;38;39;0;15;15;15;15;27;22;255;255;255;0;0;0;0;0;0;0
4241;0;1;1;1;4;5;5;6;7;12;12;3;52;10;52;10;73;10;31;18;52;25;36;25;68;27;10;27;94;43;65;43;38;0;1;1;1;4;8;8;6;7;12;12;3;52;10;52;10;73;10;31;18;52;27;36;27;68;27;10;27;94;43;65;43;38;0;1;1;1;4;5;5;2;3;12;12;3;52;10;52;10;73;10;31;18;52;25;36;25;68;15;13;15;91;43;65;43;38;0;0;1;0;7;3;1;0;0;5;5;2;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;4;5;5;2;3;12;12;3;52;10;52;10;73;10;31;18;52;25;36;25;68;14;10;14;93;43;65;43;38;0;1;1;1;4;8;8;2;3;12;12;3;52;10;52;10;73;10;31;18;52;29;35;29;69;14;10;14;93;43;65;43;38;0;1;1;1;4;5;5;2;3;12;12;3;52;10;52;10;73;10;31;18;52;25;36;25;68;14;10;14;93;43;65;43;38;0;0;1;0;9;2;1;0;0;4;7;3;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;4;5;5;6;7;12;12;3;52;10;52;10;73;10;31;18;52;25;36;25;68;27;10;27;94;43;65;43;38;0;1;1;1;4;8;8;6;7;12;12;3;52;10;52;10;73;10;31;18;52;27;36;27;68;27;10;27;94;43;65;43;38;0;1;1;1;4;5;5;2;3;12;12;3;52;10;52;10;73;10;31;18;52;25;36;25;68;15;13;15;91;43;65;43;38;0;0;1;0;7;3;1;0;0;5;5;2;0;0;0;0;0;0;0;0;0;0;0;0;8;3;6;10;15;12;22;18;28;27;1;4;5;7;11;14;16;17;24;19;25;26;2;9;20;13;21;23;29;30;31;32;33;34;35;36;37;38;39;8;18;18;18;18;27;3;255;255;255;0;0;0;0;0;0;0
4247;0;1;1;3;2;4;5;5;10;9;12;3;52;10;63;10;41;12;89;12;15;18;52;23;77;23;27;36;90;36;15;43;52;0;1;1;3;2;4;8;8;10;9;12;3;52;10;63;10;41;15;88;15;16;18;52;26;77;26;28;36;90;36;15;43;52;0;1;1;3;2;4;5;5;7;6;12;3;52;10;63;10;41;12;89;12;15;18;52;23;77;23;27;33;88;33;16;43;52;0;0;0;0;7;2;0;0;1;6;4;2;0;0;0;0;0;0;0;0;0;0;0;0;1;1;3;2;4;5;5;8;8;12;3;52;10;63;10;41;12;89;12;15;18;52;25;69;25;34;34;77;34;27;43;52;0;1;1;3;2;4;5;5;10;9;12;3;52;10;63;10;41;12;89;12;15;18;52;25;69;25;34;36;86;36;17;43;52;0;1;1;3;2;4;5;5;8;8;12;3;52;10;63;10;41;12;89;12;15;18;52;25;69;25;34;34;78;34;26;43;52;0;0;1;0;8;2;0;0;1;5;5;2;0;0;0;0;0;0;0;0;0;0;0;0;1;1;3;2;4;5;5;10;9;12;3;52;10;63;10;41;12;89;12;15;18;52;23;77;23;27;36;90;36;15;43;52;0;1;1;3;2;4;8;8;10;9;12;3;52;10;63;10;41;15;88;15;16;18;52;26;77;26;28;36;90;36;15;43;52;0;1;1;3;2;4;5;5;7;6;12;3;52;10;63;10;41;12;89;12;15;18;52;23;77;23;27;33;88;33;16;43;52;0;0;0;0;7;2;0;0;1;6;4;2;0;0;0;0;0;0;0;0;0;0;0;0;13;2;7;4;9;8;12;20;18;19;1;3;25;5;6;11;10;14;21;22;23;24;27;28;26;15;16;17;29;30;31;32;33;34;35;36;37;38;39;13;9;9;9;9;9;8;255;255;255;0;0;0;0;0;0;0
4252;0;1;1;3;2;5;5;8;10;9;12;3;52;10;63;10;41;12;89;12;15;22;67;22;35;32;52;38;94;38;10;43;52;0;1;1;3;2;5;5;8;10;9;12;3;52;10;63;10;41;12;89;12;15;22;67;22;35;32;52;42;94;42;10;43;52;0;1;1;3;2;4;4;8;10;9;12;3;52;10;63;10;41;12;89;12;15;19;67;19;37;32;52;36;89;36;15;43;52;0;0;0;1;8;3;0;1;1;4;5;2;0;3;0;11;0;0;0;0;0;0;0;0;1;1;3;2;4;4;5;10;9;12;3;52;10;63;10;41;12;89;12;15;22;67;22;35;32;52;38;94;38;10;43;52;0;1;1;3;2;5;5;8;10;9;12;3;52;10;63;10;41;12;89;12;15;22;67;22;35;33;52;38;94;38;10;43;52;0;1;1;3;2;4;4;5;10;9;12;3;52;10;63;10;41;12;89;12;15;22;67;22;35;32;52;38;94;38;10;43;52;0;0;0;0;4;2;1;0;1;4;5;3;0;3;0;11;0;0;0;0;0;0;0;0;1;1;3;2;5;5;8;10;9;12;3;52;10;63;10;41;12;89;12;15;22;67;22;35;32;52;38;94;38;10;43;52;0;1;1;3;2;5;5;8;10;9;12;3;52;10;63;10;41;12;89;12;15;22;67;22;35;32;52;42;94;42;10;43;52;0;1;1;3;2;4;4;8;10;9;12;3;52;10;63;10;41;12;89;12;15;19;67;19;37;32;52;36;89;36;15;43;52;0;0;0;1;8;3;0;1;1;4;5;2;0;3;0;11;0;0;0;0;0;0;0;0;8;3;11;10;16;14;20;22;26;21;1;4;9;5;12;13;15;17;19;23;24;25;2;6;7;18;27;28;29;30;31;32;33;34;35;36;37;38;39;3;11;16;11;11;20;10;255;255;255;0;0;0;0;0;0;0
4260;0;1;1;3;2;4;4;5;10;9;12;3;52;11;64;11;40;13;88;13;16;21;64;21;40;29;52;38;91;38;14;43;52;0;1;1;3;2;5;5;8;10;9;12;3;52;11;64;11;40;13;88;13;16;21;64;21;40;33;52;38;91;38;14;43;52;0;1;1;3;2;4;4;5;7;6;12;3;52;11;64;11;40;13;88;13;16;21;64;21;40;29;52;34;90;34;14;43;52;0;0;0;0;6;2;0;0;1;3;8;2;0;1;0;12;0;0;0;0;0;0;0;0;1;1;3;2;4;4;5;7;6;12;3;52;11;64;11;40;13;88;13;16;21;64;21;40;30;52;28;91;28;12;41;52;0;1;1;3;2;4;4;5;10;9;12;3;52;11;64;11;40;13;88;13;16;21;64;21;40;30;52;35;92;35;13;41;52;0;1;1;3;2;4;4;5;7;6;12;3;52;11;64;11;40;13;88;13;16;21;64;21;40;30;52;28;91;28;12;41;52;0;0;0;0;7;2;0;1;1;2;7;2;0;1;0;12;0;0;0;0;0;0;0;0;1;1;3;2;4;4;5;10;9;12;3;52;11;64;11;40;13;88;13;16;21;64;21;40;29;52;38;91;38;14;43;52;0;1;1;3;2;5;5;8;10;9;12;3;52;11;64;11;40;13;88;13;16;21;64;21;40;33;52;38;91;38;14;43;52;0;1;1;3;2;4;4;5;7;6;12;3;52;11;64;11;40;13;88;13;16;21;64;21;40;29;52;34;90;34;14;43;52;0;0;0;0;6;2;0;0;1;3;8;2;0;1;0;12;0;0;0;0;0;0;0;0;3;2;8;6;11;10;15;21;18;22;1;4;5;7;9;12;14;13;20;19;31;23;28;26;27;29;30;16;17;25;24;32;33;34;35;36;37;38;39;15;11;11;11;11;15;15;255;255;255;0;0;0;0;0;0;0
4272;0;1;1;3;2;4;5;5;10;9;12;3;52;10;63;10;41;12;89;12;15;20;52;27;78;27;26;36;92;36;12;43;52;0;1;1;3;2;4;8;8;10;9;12;3;52;10;63;10;41;12;89;12;15;20;52;32;65;32;40;36;92;36;12;43;52;0;1;1;3;2;4;5;5;10;9;12;3;52;10;63;10;41;12;89;12;15;20;52;27;78;27;26;36;92;36;12;43;52;0;1;0;0;6;2;0;0;1;4;8;2;0;7;0;11;0;0;0;0;0;0;0;0;1;1;3;2;4;4;5;7;6;12;3;52;11;64;11;40;13;88;13;16;21;64;21;40;28;52;30;89;30;14;41;52;0;1;1;3;2;5;5;8;10;9;12;3;52;11;64;11;40;13;88;13;16;21;64;21;40;28;52;35;89;35;16;41;52;0;1;1;3;2;4;4;5;7;6;12;3;52;11;64;11;40;13;88;13;16;21;64;21;40;28;52;28;93;28;12;41;52;0;0;0;0;7;2;0;0;1;4;6;2;0;7;0;11;0;0;0;0;0;0;0;0;1;1;3;2;4;5;5;10;9;12;3;52;10;63;10;41;12;89;12;15;20;52;27;78;27;26;36;92;36;12;43;52;0;1;1;3;2;4;8;8;10;9;12;3;52;10;63;10;41;12;89;12;15;20;52;32;65;32;40;36;92;36;12;43;52;0;1;1;3;2;4;5;5;10;9;12;3;52;10;63;10;41;12;89;12;15;20;52;27;78;27;26;36;92;36;12;43;52;0;1;0;0;6;2;0;0;1;4;8;2;0;7;0;11;0;0;0;0;0;0;0;0;5;2;8;7;10;12;13;15;17;21;1;4;6;24;9;11;14;16;18;20;22;23;27;3;28;31;29;30;19;26;25;32;33;34;35;36;37;38;39;8;17;12;8;8;13;8;255;255;255;0;0;0;0;0;0;0
4276;0;1;1;3;2;4;5;5;10;9;12;3;52;10;63;10;41;12;89;12;15;18;52;25;71;25;34;38;90;38;13;43;52;0;1;1;3;2;4;8;8;10;9;12;3;52;10;63;10;41;12;89;12;15;18;52;28;71;28;34;38;90;38;13;43;52;0;1;1;3;2;4;5;5;7;6;12;3;52;10;63;10;41;12;89;12;15;18;52;25;71;25;34;34;88;34;16;43;52;0;0;1;1;5;3;0;1;1;5;4;2;0;0;0;0;0;0;0;0;0;0;0;0;1;1;3;2;5;5;7;6;8;12;3;52;10;63;10;41;12;89;12;15;20;63;20;41;30;89;30;15;30;52;42;52;0;1;1;3;2;5;5;10;9;8;12;3;52;10;63;10;41;12;89;12;15;20;63;20;41;35;91;35;13;30;52;42;52;0;1;1;3;2;5;5;7;6;8;12;3;52;10;63;10;41;12;89;12;15;20;63;20;41;30;89;30;15;30;52;42;52;1;1;1;0;6;2;0;1;0;4;5;2;0;0;0;0;0;0;0;0;0;0;0;0;1;1;3;2;4;5;5;10;9;12;3;52;10;63;10;41;12;89;12;15;18;52;25;71;25;34;38;90;38;13;43;52;0;1;1;3;2;4;8;8;10;9;12;3;52;10;63;10;41;12;89;12;15;18;52;28;71;28;34;38;90;38;13;43;52;0;1;1;3;2;4;5;5;7;6;12;3;52;10;63;10;41;12;89;12;15;18;52;25;71;25;34;34;88;34;16;43;52;0;0;1;1;5;3;0;1;1;5;4;2;0;0;0;0;0;0;0;0;0;0;0;0;3;2;7;5;12;13;10;8;16;23;1;4;25;6;9;14;15;11;21;20;22;24;27;26;19;17;18;28;29;30;31;32;33;34;35;36;37;38;39;10;16;8;16;16;16;5;255;255;255;0;0;0;0;0;0;0
4302;0;1;1;1;3;2;5;5;8;12;12;3;52;10;52;10;73;10;31;15;89;15;15;24;71;24;33;32;52;43;66;43;38;0;1;1;1;7;6;5;5;11;12;12;3;52;10;52;10;73;10;31;19;89;19;15;24;71;24;33;35;51;43;66;43;38;0;1;1;1;3;2;5;5;8;12;12;3;52;10;52;10;73;10;31;15;89;15;15;24;71;24;33;32;52;43;66;43;38;1;0;0;1;4;2;1;0;0;6;5;2;0;139637976727552;0;12;0;0;0;0;0;0;0;0;1;1;1;3;2;4;4;5;12;12;3;52;10;52;10;73;10;31;15;89;15;15;20;68;20;37;28;52;43;66;43;38;0;1;1;1;3;2;5;5;8;12;12;3;52;10;52;10;73;10;31;15;89;15;15;24;68;24;36;33;51;43;66;43;38;0;1;1;1;3;2;4;4;5;12;12;3;52;10;52;10;73;10;31;15;89;15;15;20;68;20;37;28;52;43;66;43;38;1;0;0;1;3;2;1;0;0;7;8;2;0;4;0;12;0;0;0;0;0;0;0;0;1;1;1;3;2;5;5;8;12;12;3;52;10;52;10;73;10;31;15;89;15;15;24;71;24;33;32;52;43;66;43;38;0;1;1;1;7;6;5;5;11;12;12;3;52;10;52;10;73;10;31;19;89;19;15;24;71;24;33;35;51;43;66;43;38;0;1;1;1;3;2;5;5;8;12;12;3;52;10;52;10;73;10;31;15;89;15;15;24;71;24;33;32;52;43;66;43;38;1;0;0;1;4;2;1;0;0;6;5;2;0;139637976727552;0;12;0;0;0;0;0;0;0;0;4;3;2;10;6;16;13;14;23;24;1;5;8;7;9;11;12;15;19;20;22;25;26;28;29;18;27;30;17;21;31;32;33;34;35;36;37;38;39;6;13;13;13;13;23;16;255;255;255;0;0;0;0;0;0;0
4308;0;1;1;3;2;5;5;7;6;12;12;3;52;11;64;11;40;13;88;13;16;24;66;24;38;31;88;31;16;41;64;41;40;0;1;1;3;2;5;5;10;9;12;12;3;52;11;64;11;40;15;89;15;15;24;64;24;40;35;91;35;14;41;64;41;40;0;1;1;3;2;4;4;7;6;12;12;3;52;11;64;11;40;13;88;13;16;19;64;19;40;31;88;31;16;42;64;42;38;1;1;0;1;8;2;1;1;0;4;5;2;0;7;0;16;0;0;0;0;0;0;0;0;1;1;3;2;5;5;7;6;8;12;3;52;11;64;11;40;13;88;13;16;19;64;19;40;31;88;31;16;34;53;43;53;0;1;1;3;2;5;5;7;6;11;12;3;52;11;64;11;40;13;88;13;16;19;64;19;40;31;88;31;16;35;53;43;53;0;1;1;3;2;4;4;7;6;8;12;3;52;11;64;11;40;13;88;13;16;19;64;19;40;31;88;31;16;34;54;43;53;1;1;0;1;5;2;1;1;1;3;6;2;0;7;0;16;0;0;0;0;0;0;0;0;1;1;3;2;5;5;7;6;12;12;3;52;11;64;11;40;13;88;13;16;24;66;24;38;31;88;31;16;41;64;41;40;0;1;1;3;2;5;5;10;9;12;12;3;52;11;64;11;40;15;89;15;15;24;64;24;40;35;91;35;14;41;64;41;40;0;1;1;3;2;4;4;7;6;12;12;3;52;11;64;11;40;13;88;13;16;19;64;19;40;31;88;31;16;42;64;42;38;1;1;0;1;8;2;1;1;0;4;5;2;0;7;0;16;0;0;0;0;0;0;0;1;5;2;9;3;13;11;17;19;23;26;0;4;6;7;10;14;15;20;21;18;24;25;27;29;30;8;28;12;16;22;31;32;33;34;35;36;37;38;39;9;9;9;9;9;9;5;255;255;255;0;0;0;0;0;0;0
4326;0;1;1;3;2;5;5;8;10;9;12;3;52;10;63;10;41;12;89;12;15;18;64;18;40;32;52;37;92;37;12;43;52;0;1;1;3;2;5;5;8;10;9;12;3;52;10;63;10;41;12;89;12;15;24;76;24;28;32;52;37;92;37;12;43;52;0;1;1;3;2;4;4;5;8;8;12;3;52;10;63;10;41;12;89;12;15;18;64;18;40;30;50;34;80;34;24;43;52;0;1;1;0;1;3;1;1;1;3;2;2;0;0;0;0;0;0;0;0;0;0;0;0;1;1;3;2;4;4;8;7;6;12;3;52;10;63;10;41;12;89;12;15;18;64;18;40;31;52;27;90;27;14;43;52;0;1;1;3;2;4;4;8;7;6;12;3;52;10;63;10;41;12;89;12;15;18;64;18;40;31;52;27;90;27;14;43;52;0;1;1;3;2;4;4;8;7;6;12;3;52;10;63;10;41;12;89;12;15;18;64;18;40;31;52;27;90;27;14;43;52;0;1;1;0;5;1;1;0;1;3;7;2;0;0;0;0;0;0;0;0;0;0;0;0;1;1;3;2;5;5;8;10;9;12;3;52;10;63;10;41;12;89;12;15;18;64;18;40;32;52;37;92;37;12;43;52;0;1;1;3;2;5;5;8;10;9;12;3;52;10;63;10;41;12;89;12;15;24;76;24;28;32;52;37;92;37;12;43;52;0;1;1;3;2;4;4;5;8;8;12;3;52;10;63;10;41;12;89;12;15;18;64;18;40;30;50;34;80;34;24;43;52;0;1;1;0;1;3;1;1;1;3;2;2;0;0;0;0;0;0;0;0;0;0;0;1;4;7;12;9;16;14;13;22;17;21;0;2;3;5;6;10;11;18;15;19;8;20;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;7;9;9;9;9;9;16;255;255;255;0;0;0;0;0;0;0
4344;0;1;1;3;2;4;5;5;10;9;12;3;52;10;63;10;41;12;89;12;15;18;52;27;76;27;28;36;90;36;14;43;52;0;1;1;3;2;4;8;8;10;9;12;3;52;10;63;10;41;12;89;12;15;18;52;27;76;27;28;36;90;36;14;43;52;0;1;1;3;2;4;5;5;7;6;12;3;52;10;63;10;41;12;89;12;15;18;52;27;76;27;28;34;89;34;16;43;52;0;0;1;1;4;2;0;0;1;6;2;2;0;0;0;0;0;0;0;0;0;0;0;0;1;1;3;2;4;4;8;10;9;12;3;52;10;63;10;41;12;89;12;15;20;63;20;41;30;51;37;85;37;18;43;52;0;1;1;3;2;4;4;8;10;9;12;3;52;10;63;10;41;12;89;12;15;20;63;20;41;30;51;37;85;37;18;43;52;0;1;1;3;2;4;4;8;10;9;12;3;52;10;63;10;41;12;89;12;15;20;63;20;41;30;51;37;85;37;18;43;52;1;1;1;0;7;3;1;0;1;4;7;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;3;2;4;5;5;10;9;12;3;52;10;63;10;41;12;89;12;15;18;52;27;76;27;28;36;90;36;14;43;52;0;1;1;3;2;4;8;8;10;9;12;3;52;10;63;10;41;12;89;12;15;18;52;27;76;27;28;36;90;36;14;43;52;0;1;1;3;2;4;5;5;7;6;12;3;52;10;63;10;41;12;89;12;15;18;52;27;76;27;28;34;89;34;16;43;52;0;0;1;1;4;2;0;0;1;6;2;2;0;0;0;0;0;0;0;0;0;0;0;0;4;7;10;8;11;14;13;18;16;20;1;2;3;5;6;9;12;15;17;19;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;7;18;11;11;11;20;8;255;255;255;0;0;0;0;0;0;0
