Id;Name;Country;Stadium;Coach;National;NameJapanese;NameSpanish;NameLatamSpanish;NameEnglish;NameUSEnglish;NameItalian;NamePortuguese;NameBrazilian;NameFrench;NameGerman;NameDutch;NameSwedish;NameRussian;NameGreek;NameTurkish;NameSimplifiedChinese;NameDatabase;NameEmpty1;NameEmpty2;NameEmpty3;NameEmpty4;ShortNameLicensed;ShortNameFake;Abbreviation;Commentary;StadiumFile;StadiumName;StadiumFileName;EmblemFile;EmblemFileName;Rival1;Rival2;Rival3;Banner1;Banner2;Banner3;Banner4;Kit1;Kit2;Kit3;Kit4;Kit5;Kit6;Kit7;Kit8;Kit9;Kit10;TeamColor1R;TeamColor1G;TeamColor1B;TeamColor2R;TeamColor2G;TeamColor2B;TurfPattern;SidelineColour;SeatColour;GoalStyle;NetPattern;GoalNettingDesign;GoalNettingColor1R;GoalNettingColor1G;GoalNettingColor1B;GoalNettingColor2R;GoalNettingColor2G;GoalNettingColor2B;Sponsor1;Sponsor2;Sponsor3;SponsorFile1;SponsorFile2;SponsorFile3;SponsorColorR;SponsorColorG;SponsorColorB;EditName;EditEmblem;EditStadium;EditStadiumName;EditStadiumFile;EditStadiumDetails;EditStadiumDetails2;EditRivals;EditBanners;EditTeamColors;EditCoach;EditSponsorFile;EditSponsorColors;EditSponsor;Edit1;Fake;LicencedPlayers;LicencedKits;LicencedCoach;LicencedCoach2;FeederTeam;ParentTeam;NonPlayableLeague;HasAnthem;AnthemStandingStyle;AnthemPlayersSinging;AnthemStandingAngle;Value1;Value2;Value3;Value4;Value5;Value6;Value7;ValueFF;Team2020_1;Team2020_2;Team2020_3;Team2020_4;Team2020_5;Team2020_6;Team2020_7;Team2020_8;Team2020_9;Team2020_10;Team2020_11;Country2020_1;Country2020_2;Country2020_3;Country2020_4;Country2020_5;Value2020_1;Value2020_2;Value2020_3;Value2020_4;Value2020_5;Value2020_6;Value2020_7;Value2020_8;Value2020_9;Value2020_10;Value2020_11;Value2020_12;Value2020_13;Value2020_14;Value2020_15;Value2020_16;Value2020_17
1175;Iceland;213;29;101989;True;;;;;;;;;;;;;;;;;;;;;;;;ISL;-1;-1;Laugardalsvollur;;-1;;262143;262143;262143;;;;;19251200;19251201;19251328;4294950912;4294950912;4294950912;4294950912;4294950912;4294950912;4294950912;0;18;38;57;0;0;0;0;0;1;1;1;0;18;38;57;0;0;-1;-1;-1;;;;63;63;63;False;False;False;True;False;False;False;False;False;False;False;False;False;True;False;False;False;True;False;False;0;0;0;False;0;0;0;-1;False;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;-1;-1;0;0;0;0;-1;0;0;0;0;0;0;0;0;0
1176;Kazakhstan;216;29;101043;True;;;;;;;;;;;;;;;;;;;;;;;;KAZ;-1;-1;Astana Arena;;-1;;262143;262143;262143;;;;;19267584;19267585;19267712;19267586;4294950912;4294950912;4294950912;4294950912;4294950912;4294950912;0;11;52;63;53;12;0;0;0;1;1;1;63;63;63;63;63;63;-1;-1;-1;;;;63;63;63;False;False;False;True;False;False;False;False;False;False;False;False;False;True;False;False;False;True;False;False;0;0;0;False;0;0;0;-1;False;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;-1;-1;0;0;0;0;-1;0;0;0;0;0;0;0;0;0
1177;Liechtenstein;218;29;36344;True;;;;;;;;;;;;;;;;;;;;;;;;LIE;-1;-1;Rheinpark Stadion;;-1;;262143;262143;262143;;;;;19283968;19283969;19284096;4294950912;4294950912;4294950912;4294950912;4294950912;4294950912;4294950912;0;10;31;51;4;9;0;0;0;1;1;1;63;63;63;63;63;63;-1;-1;-1;;;;63;63;63;False;False;False;True;False;False;False;False;False;False;False;False;False;True;False;False;False;True;False;False;0;0;0;False;0;0;0;-1;False;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;-1;-1;0;0;0;0;-1;0;0;0;0;0;0;0;0;0
1178;Lithuania;219;29;36346;True;;;;;;;;;;;;;;;;;;;;;;;;LTU;-1;-1;Suduva Stadium;;-1;;262143;262143;262143;;;;;19300352;19300353;19300480;4294950912;4294950912;4294950912;4294950912;4294950912;4294950912;4294950912;63;54;7;0;29;11;0;0;0;1;1;1;63;63;63;63;63;63;-1;-1;-1;;;;63;63;63;False;False;False;True;False;False;False;False;False;False;False;False;False;True;False;False;False;True;False;False;0;0;0;False;0;0;0;-1;False;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;-1;-1;0;0;0;0;-1;0;0;0;0;0;0;0;0;0
1179;Luxembourg;220;29;36290;True;;;;;;;;;;;;;;;;;;;;;;;;LUX;-1;-1;Stade Josy Barthel;;-1;;262143;262143;262143;;;;;19316736;19316737;19316864;19316738;4294950912;4294950912;4294950912;4294950912;4294950912;4294950912;48;5;5;63;63;63;0;0;0;1;1;1;63;63;63;63;63;63;-1;-1;-1;;;;63;63;63;False;False;False;True;False;False;False;False;False;False;False;False;False;True;False;False;False;True;False;False;0;0;0;False;0;0;0;-1;False;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;-1;-1;0;0;0;0;-1;0;0;0;0;0;0;0;0;0
1180;North Macedonia;221;29;36295;True;;;;;;;;;;;;;;;;;;;;;;;;MKD;-1;-1;Tose Proeski Arena;;-1;;262143;262143;262143;;;;;19333120;19333121;19333248;19333122;4294950912;4294950912;4294950912;4294950912;4294950912;4294950912;55;3;12;54;50;18;0;0;0;1;1;1;63;63;63;63;63;63;-1;-1;-1;;;;63;63;63;False;False;False;True;False;False;False;False;False;False;False;False;False;True;False;False;False;True;False;False;0;0;0;False;0;0;0;-1;False;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;-1;-1;0;0;0;0;-1;0;0;0;0;0;0;0;0;0
1181;Malta;222;29;36296;True;;;;;;;;;;;;;;;;;;;;;;;;MLT;-1;-1;National Stadium Ta'Qali;;-1;;262143;262143;262143;;;;;19349504;19349505;19349632;4294950912;4294950912;4294950912;4294950912;4294950912;4294950912;4294950912;48;3;5;58;60;62;0;0;0;1;1;1;63;63;63;63;63;63;-1;-1;-1;;;;63;63;63;False;False;False;True;False;False;False;False;False;False;False;False;False;True;False;False;False;True;False;False;0;0;0;False;0;0;0;-1;False;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;-1;-1;0;0;0;0;-1;0;0;0;0;0;0;0;0;0
1182;Moldova;223;29;36635;True;;;;;;;;;;;;;;;;;;;;;;;;MDA;-1;-1;Zimbru Stadium;;-1;;262143;262143;262143;;;;;19365888;19365889;19366016;19365890;4294950912;4294950912;4294950912;4294950912;4294950912;4294950912;59;46;5;4;21;40;0;0;0;1;1;1;63;63;63;63;63;63;-1;-1;-1;;;;63;63;63;False;False;False;True;False;False;False;False;False;False;False;False;False;True;False;False;False;True;False;False;0;0;0;False;0;0;0;-1;False;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;-1;-1;0;0;0;0;-1;0;0;0;0;0;0;0;0;0
1183;San Marino;231;29;36273;True;;;;;;;;;;;;;;;;;;;;;;;;SMR;-1;-1;San Marino Stadium;;-1;;262143;262143;262143;;;;;19382272;19382273;19382400;4294950912;4294950912;4294950912;4294950912;4294950912;4294950912;4294950912;23;45;57;63;63;63;0;0;0;1;1;1;63;63;63;63;63;63;-1;-1;-1;;;;63;63;63;False;False;False;True;False;False;False;False;False;False;False;False;False;True;False;False;False;True;False;False;0;0;0;False;0;0;0;-1;False;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;-1;-1;0;0;0;0;-1;0;0;0;0;0;0;0;0;0
1184;Uzbekistan;240;15;100195;True;;;;;;;;;;;;;;;;;;;;;;;;UZB;-1;-1;Milliy Stadium;;-1;;262143;262143;262143;;;;;19398656;19398657;19398784;4294950912;4294950912;4294950912;4294950912;4294950912;4294950912;4294950912;63;63;63;11;25;48;0;7;8;1;1;1;63;63;63;11;25;48;-1;-1;-1;;;;63;63;63;False;False;False;True;False;False;False;False;False;False;False;False;False;True;False;False;False;True;False;False;0;0;0;False;0;0;0;-1;False;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;-1;-1;0;0;0;0;-1;0;0;0;0;0;0;0;0;0
1195;KRC Genk;197;17;100192;False;;;;;;;;;;;;;;;;;;;;;;;;GNK;-1;-1;Cristal Arena;;-1;;5194;262143;1197;;;;;19578880;19578881;19579008;19578882;4294950912;4294950912;4294950912;4294950912;4294950912;4294950912;0;22;42;63;63;63;0;0;0;1;1;1;0;22;42;63;63;63;-1;-1;-1;;;;63;63;63;False;False;False;True;False;False;False;True;False;False;False;False;False;True;False;False;False;True;False;False;0;0;0;False;0;0;0;-1;False;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;-1;-1;0;0;0;0;-1;0;0;0;0;0;0;0;0;0
1196;KAA Gent;197;17;102094;False;;;;;;;;;;;;;;;;;;;;;;;;GNT;-1;-1;Ghelamco Arena;;-1;;269;262143;262143;;;;;19595264;19595265;19595392;19595266;4294950912;4294950912;4294950912;4294950912;4294950912;4294950912;0;15;28;63;63;63;0;0;0;2;1;1;0;15;28;63;63;63;-1;-1;-1;;;;63;63;63;False;False;False;True;False;False;False;True;False;False;False;False;False;True;False;False;False;True;False;False;0;0;0;False;0;0;0;-1;False;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;-1;-1;0;0;0;0;-1;0;0;0;0;0;0;0;0;0
1197;Standard Liège;197;42;100648;False;;;;;;;;;;;;;;;;;;;;;;;;STA;-1;-1;Maurice Dufrasne Stadion;;-1;;174;2010;1195;;;;;19611648;19611649;19611776;19611650;4294950912;4294950912;4294950912;4294950912;4294950912;4294950912;45;3;1;63;63;63;0;5;4;1;1;9;45;3;1;63;63;63;-1;-1;-1;;;;63;63;63;False;False;False;True;False;False;False;True;False;False;False;False;False;True;False;False;False;True;False;False;0;0;0;False;0;0;0;-1;False;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;-1;-1;0;0;0;0;-1;0;0;0;0;0;0;0;0;0
1200;KV Mechelen;197;47;100088;False;;;;;;;;;;;;;;;;;;;;;;;;KVM;-1;-1;AFAS Stadion;;-1;;5217;262143;262143;;;;;19660800;19660801;19660928;19660802;4294950912;4294950912;4294950912;4294950912;4294950912;4294950912;63;57;0;57;8;4;0;0;0;1;1;1;63;63;63;63;63;63;-1;-1;-1;;;;63;63;63;False;False;False;True;False;True;False;True;False;False;False;False;False;True;False;False;False;True;False;False;0;0;0;False;0;0;0;-1;False;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;-1;-1;0;0;0;0;-1;0;0;0;0;0;0;0;0;0
1203;GNK Dinamo Zagreb;200;29;100194;False;;;;;;;;;;;;;;;;;;;;;;;;DZG;-1;-1;Maksimir;;-1;;262143;262143;262143;;;;;19709952;19709953;19710080;19709954;4294950912;4294950912;4294950912;4294950912;4294950912;4294950912;0;20;39;63;63;63;0;7;8;1;1;7;0;20;39;63;63;63;-1;-1;-1;;;;63;63;63;False;False;False;True;False;False;False;False;False;False;False;False;False;True;False;False;False;True;False;False;0;0;0;False;0;0;0;-1;False;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;-1;-1;0;0;0;0;-1;0;0;0;0;0;0;0;0;0
1207;FC København;203;42;102088;False;;;;;;;;;;;;;;;;;;;;;;;;FCK;-1;-1;Parken;;-1;;1832;1208;262143;;;;;19775488;19775489;19775616;19775490;4294950912;4294950912;4294950912;4294950912;4294950912;4294950912;63;63;63;1;21;39;0;6;4;1;2;2;63;63;63;1;21;39;-1;-1;-1;;;;63;63;63;False;False;False;True;False;False;False;True;False;False;False;False;False;True;False;False;False;True;False;False;0;0;0;False;0;0;0;-1;False;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;-1;-1;0;0;0;0;-1;0;0;0;0;0;0;0;0;0
1208;FC Nordsjælland;203;17;100312;False;;;;;;;;;;;;;;;;;;;;;;;;FCN;-1;-1;Farum Park;;-1;;262143;262143;262143;;;;;19791872;19791873;19792000;4294950912;4294950912;4294950912;4294950912;4294950912;4294950912;4294950912;40;0;10;63;47;0;0;0;0;1;1;1;40;0;10;63;47;0;-1;-1;-1;;;;63;63;63;False;False;False;True;False;False;False;False;False;False;False;False;False;True;False;False;False;True;False;False;0;0;0;False;0;0;0;-1;False;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;-1;-1;0;0;0;0;-1;0;0;0;0;0;0;0;0;0
1212;PAOK Thessaloniki;211;29;101103;False;;;;;;;;;;;;;;;;;;;;;;;;PAO;-1;-1;Toumba Stadium;;-1;;1948;270;133;;;;;19857408;19857409;19857536;19857410;4294950912;4294950912;4294950912;4294950912;4294950912;4294950912;0;0;0;63;63;63;0;0;0;1;1;1;0;0;0;63;63;63;-1;-1;-1;;;;63;63;63;False;False;False;True;False;False;False;True;False;False;False;False;False;True;False;False;False;True;False;False;0;0;0;False;0;0;0;-1;False;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;-1;-1;0;0;0;0;-1;0;0;0;0;0;0;0;0;0
1216;FCSB;229;17;90025;False;;;;;;;;;;;;;;;;;;;;;;;;FSB;-1;-1;National Arena;;-1;;262143;262143;262143;;;;;19922944;19922945;19923072;19922946;4294950912;4294950912;4294950912;4294950912;4294950912;4294950912;57;9;6;1;11;21;0;0;0;1;1;1;63;63;63;63;63;63;-1;-1;-1;;;;63;63;63;False;False;False;True;False;False;False;False;False;False;False;False;False;True;False;False;False;True;False;False;0;0;0;False;0;0;0;-1;False;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;-1;-1;0;0;0;0;-1;0;0;0;0;0;0;0;0;0
1217;CSKA Moskva;230;42;102220;False;;;;;;;;;;;;;;;;;;;;;;;;CSK;-1;-1;Arena CSKA;;-1;;135;1218;271;;;;;19939328;19939329;19939456;19939330;4294950912;4294950912;4294950912;4294950912;4294950912;4294950912;55;0;6;0;8;31;0;5;7;1;1;10;55;0;6;0;8;31;-1;-1;-1;;;;63;63;63;False;False;False;True;False;False;False;True;False;False;False;False;False;True;False;False;False;True;False;False;0;0;0;False;0;0;0;-1;False;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;-1;-1;0;0;0;0;-1;0;0;0;0;0;0;0;0;0
1218;Zenit St. Petersburg;230;29;101237;False;;;;;;;;;;;;;;;;;;;;;;;;ZSP;-1;-1;Gazprom Arena;;-1;;135;1217;1753;;;;;19955712;19955713;19955840;4294950912;4294950912;4294950912;4294950912;4294950912;4294950912;4294950912;10;39;54;63;63;63;0;7;7;1;1;1;10;39;54;63;63;63;-1;-1;-1;;;;63;63;63;False;False;False;True;False;False;False;True;False;False;False;False;False;True;False;False;False;True;False;False;0;0;0;False;0;0;0;-1;False;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;-1;-1;0;0;0;0;-1;0;0;0;0;0;0;0;0;0
1219;Aberdeen FC;232;47;101999;False;;;;;;;;;;;;;;;;;;;;;;;;ABE;-1;-1;Pittodrie;;-1;;132;1220;262143;;;;;19972096;19972097;19972224;4294950912;4294950912;4294950912;4294950912;4294950912;4294950912;4294950912;51;0;0;63;63;63;0;0;0;1;1;1;51;0;0;63;63;63;-1;-1;-1;;;;63;63;63;False;False;False;True;False;False;False;True;False;False;False;False;False;True;False;False;False;True;False;False;0;0;0;False;0;0;0;-1;False;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;-1;-1;0;0;0;0;-1;0;0;0;0;0;0;0;0;0
1220;Dundee United;232;47;101663;False;;;;;;;;;;;;;;;;;;;;;;;;DUN;-1;-1;Tannadice Park;;-1;;1219;2621;262143;;;;;19988480;19988481;19988608;4294950912;4294950912;4294950912;4294950912;4294950912;4294950912;4294950912;63;25;0;0;0;0;0;0;0;1;1;1;63;25;0;0;0;0;-1;-1;-1;;;;63;63;63;False;False;False;True;False;False;False;True;False;False;False;False;False;True;False;False;False;True;False;False;0;0;0;False;0;0;0;-1;False;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;-1;-1;0;0;0;0;-1;0;0;0;0;0;0;0;0;0
1221;Heart of Midlothian;232;47;101207;False;;;;;;;;;;;;;;;;;;;;;;;;HEA;-1;-1;Tynecastle Park;;-1;;1222;132;262143;;;;;20004864;20004865;20004992;20004866;4294950912;4294950912;4294950912;4294950912;4294950912;4294950912;21;13;16;42;47;53;0;0;0;1;1;1;63;63;63;63;63;63;-1;-1;-1;;;;63;63;63;False;False;False;True;False;True;False;True;False;False;False;False;False;True;False;False;False;True;False;False;0;0;0;False;0;0;0;-1;False;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;-1;-1;0;0;0;0;-1;0;0;0;0;0;0;0;0;0
1222;Hibernian FC;232;42;101595;False;;;;;;;;;;;;;;;;;;;;;;;;HIB;-1;-1;Easter Road;;-1;;262143;132;1221;;;;;20021248;20021249;20021376;20021250;4294950912;4294950912;4294950912;4294950912;4294950912;4294950912;0;30;15;63;63;63;0;0;0;1;1;1;0;30;15;63;63;63;-1;-1;-1;;;;63;63;63;False;False;False;True;False;False;False;True;False;False;False;False;False;True;False;False;False;True;False;False;0;0;0;False;0;0;0;-1;False;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;-1;-1;0;0;0;0;-1;0;0;0;0;0;0;0;0;0
1223;FK Crvena Zvezda;303;29;102119;False;;;;;;;;;;;;;;;;;;;;;;;;CZV;-1;-1;Rajko Mitic Stadium;;-1;;272;262143;2054;;;;;20037632;20037633;20037760;20037634;4294950912;4294950912;4294950912;4294950912;4294950912;4294950912;63;0;0;63;63;63;0;0;0;1;1;1;63;63;63;63;63;63;-1;-1;-1;;;;63;63;63;False;False;False;True;False;False;False;False;False;False;False;False;False;True;False;False;False;True;False;False;0;0;0;False;0;0;0;-1;False;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;-1;-1;0;0;0;0;-1;0;0;0;0;0;0;0;0;0
1230;Gençlerbirliği SK;190;29;101174;False;;;;;;;;;;;;;;;;;;;;;;;;GEN;-1;-1;Eryaman Stadyumu;;-1;;262143;262143;262143;;;;;20152320;20152321;20152448;4294950912;4294950912;4294950912;4294950912;4294950912;4294950912;4294950912;48;12;12;10;10;10;0;0;0;1;1;1;54;6;8;0;0;0;-1;-1;-1;;;;63;63;63;False;False;False;True;False;False;False;False;False;False;False;False;False;True;False;False;False;True;False;False;0;0;0;False;0;0;0;-1;False;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;-1;-1;0;0;0;0;-1;0;0;0;0;0;0;0;0;0
1232;Shakhtar Donetsk;239;29;133;False;;;;;;;;;;;;;;;;;;;;;;;;SHK;-1;-1;OSK Metalist;;-1;;262143;262143;262143;;;;;20185088;20185089;20185216;20185090;4294950912;4294950912;4294950912;4294950912;4294950912;4294950912;59;27;0;0;0;0;0;6;3;1;1;1;59;27;0;0;0;0;-1;-1;-1;;;;63;63;63;False;False;False;True;False;False;False;False;False;False;False;False;False;True;False;False;False;True;False;False;0;0;0;False;0;0;0;-1;False;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;-1;-1;0;0;0;0;-1;0;0;0;0;0;0;0;0;0
1236;Argentinos Juniors;144;15;100213;False;;;;;;;;;;;;;;;;;;;;;;;;ARG;-1;-1;Diego Armando Maradona;;-1;;1244;262143;262143;;;;;20250624;20250625;20250752;20250626;4294950912;4294950912;4294950912;4294950912;4294950912;4294950912;46;3;8;0;21;36;0;5;4;4;2;1;46;3;8;0;21;36;-1;-1;-1;;;;63;63;63;False;False;False;True;False;False;False;True;False;False;False;False;False;True;False;False;False;True;False;False;0;0;0;False;0;0;0;-1;False;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;-1;-1;0;0;0;0;-1;0;0;0;0;0;0;0;0;0
1237;Racing Club;144;15;101894;False;;;;;;;;;;;;;;;;;;;;;;;;RAC;-1;-1;Juan Domingo Peron;;-1;;1240;138;1243;;;;;20267008;20267009;20267136;20267010;4294950912;4294950912;4294950912;4294950912;4294950912;4294950912;1;41;56;63;63;63;0;5;6;1;1;2;1;41;56;63;63;63;-1;-1;-1;;;;63;63;63;False;False;False;True;False;False;False;True;False;False;False;False;False;True;False;False;False;True;False;False;0;0;0;False;0;0;0;-1;False;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;-1;-1;0;0;0;0;-1;0;0;0;0;0;0;0;0;0
1238;Estudiantes de la Plata;144;29;498;False;;;;;;;;;;;;;;;;;;;;;;;;EST;-1;-1;Ciudad de La Plata;;-1;;1239;262143;262143;;;;;20283392;20283393;20283520;20283394;4294950912;4294950912;4294950912;4294950912;4294950912;4294950912;59;9;9;63;63;63;0;1;1;1;2;2;63;63;63;59;9;9;-1;-1;-1;;;;63;63;63;False;False;False;True;False;False;False;True;False;False;False;False;False;True;False;False;False;True;False;False;0;0;0;False;0;0;0;-1;False;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;-1;-1;0;0;0;0;-1;0;0;0;0;0;0;0;0;0
1239;Gimnasia La Plata;144;29;102029;False;;;;;;;;;;;;;;;;;;;;;;;;GIM;-1;-1;Juan Carmelo Zerillo;;-1;;1238;262143;262143;;;;;20299776;20299777;20299904;20299778;4294950912;4294950912;4294950912;4294950912;4294950912;4294950912;4;5;23;63;63;63;0;1;8;1;1;1;4;5;23;63;63;63;-1;-1;-1;;;;63;63;63;False;False;False;True;False;False;False;True;False;False;False;False;False;True;False;False;False;True;False;False;0;0;0;False;0;0;0;-1;False;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;-1;-1;0;0;0;0;-1;0;0;0;0;0;0;0;0;0
1240;CA Independiente;144;15;20;False;;;;;;;;;;;;;;;;;;;;;;;;IND;-1;-1;Libartadores de America;;-1;;1237;1243;138;;;;;20316160;20316161;20316288;20316162;4294950912;4294950912;4294950912;4294950912;4294950912;4294950912;46;1;1;63;63;63;0;5;4;1;2;2;63;63;63;46;1;1;-1;-1;-1;;;;63;63;63;False;False;False;True;False;False;False;True;False;False;False;False;False;True;False;False;False;True;False;False;0;0;0;False;0;0;0;-1;False;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;-1;-1;0;0;0;0;-1;0;0;0;0;0;0;0;0;0
1241;Newell's Old Boys;144;44;58;False;;;;;;;;;;;;;;;;;;;;;;;;NOB;-1;-1;Marcelo Bielsa;;-1;;2538;1242;262143;;;;;20332544;20332545;20332672;20332546;4294950912;4294950912;4294950912;4294950912;4294950912;4294950912;49;6;9;0;0;0;0;1;4;1;1;1;49;6;9;0;0;0;-1;-1;-1;;;;63;63;63;False;False;False;True;False;False;False;True;False;False;False;False;False;True;False;False;False;True;False;False;0;0;0;False;0;0;0;-1;False;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;-1;-1;0;0;0;0;-1;0;0;0;0;0;0;0;0;0
1242;CA Rosario Central;144;15;100944;False;;;;;;;;;;;;;;;;;;;;;;;;RC;-1;-1;Gigante de Arroyito;;-1;;1241;262143;262143;;;;;20348928;20348929;20349056;20348930;4294950912;4294950912;4294950912;4294950912;4294950912;4294950912;0;9;18;63;48;5;0;5;7;1;1;1;0;9;18;63;48;5;-1;-1;-1;;;;63;63;63;False;False;False;True;False;False;False;True;False;False;False;False;False;True;False;False;False;True;False;False;0;0;0;False;0;0;0;-1;False;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;-1;-1;0;0;0;0;-1;0;0;0;0;0;0;0;0;0
1243;CA San Lorenzo;144;15;100102;False;;;;;;;;;;;;;;;;;;;;;;;;SLO;-1;-1;Nuevo Gasometro;;-1;;1922;1240;1237;;;;;20365312;20365313;20365440;20365314;4294950912;4294950912;4294950912;4294950912;4294950912;4294950912;9;14;21;59;8;11;0;6;4;1;1;2;63;63;63;59;8;11;-1;-1;-1;;;;63;63;63;False;False;False;True;False;False;False;True;False;False;False;False;False;True;False;False;False;True;False;False;0;0;0;False;0;0;0;-1;False;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;-1;-1;0;0;0;0;-1;0;0;0;0;0;0;0;0;0
1244;CA Vélez Sarsfield;144;40;269;False;;;;;;;;;;;;;;;;;;;;;;;;VEL;-1;-1;Jose Amalfitani;;-1;;1236;262143;262143;;;;;20381696;20381697;20381824;20381698;4294950912;4294950912;4294950912;4294950912;4294950912;4294950912;63;63;63;0;12;25;0;5;1;1;1;1;63;63;63;0;12;25;-1;-1;-1;;;;63;63;63;False;False;False;True;False;False;False;True;False;False;False;False;False;True;False;False;False;True;False;False;0;0;0;False;0;0;0;-1;False;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;-1;-1;0;0;0;0;-1;0;0;0;0;0;0;0;0;0
1245;Atlético Mineiro;146;13;90014;False;;;;;;;;;;;;;;;;;;;;;;;;CAM;-1;-1;Independencia;;-1;;274;2450;1248;;;;;20398080;20398081;20398208;20398082;4294950912;4294950912;4294950912;4294950912;4294950912;4294950912;0;0;0;63;63;63;0;5;5;1;2;2;63;63;63;0;0;0;-1;-1;-1;;;;63;63;63;False;False;False;True;False;False;False;True;False;False;False;False;False;True;False;False;False;True;False;False;0;0;0;False;0;0;0;-1;False;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;-1;-1;0;0;0;0;-1;0;0;0;0;0;0;0;0;0
1246;Botafogo;146;15;307;False;;;;;;;;;;;;;;;;;;;;;;;;BOT;-1;-1;Estadio Nilton Santos;;-1;;136;1249;1248;;;;;20414464;20414465;20414592;20414466;4294950912;4294950912;4294950912;4294950912;4294950912;4294950912;0;0;0;63;63;63;0;7;6;1;1;1;0;0;0;63;63;63;-1;-1;-1;;;;63;63;63;False;False;False;True;False;False;False;True;False;False;False;False;False;True;False;False;False;True;False;False;0;0;0;False;0;0;0;-1;False;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;-1;-1;0;0;0;0;-1;0;0;0;0;0;0;0;0;0
1247;SC Corinthians;146;35;35738;False;;;;;;;;;;;;;;;;;;;;;;;;COR;-1;-1;Neo Quimica Arena;;-1;;1254;137;1255;;;;;20430848;20430849;20430976;20430850;4294950912;4294950912;4294950912;4294950912;4294950912;4294950912;0;0;0;63;63;63;0;5;1;1;2;10;0;0;0;63;63;63;-1;-1;-1;;;;63;63;63;False;False;False;True;False;False;False;True;False;False;False;False;False;True;False;False;False;True;False;False;0;0;0;False;0;0;0;-1;False;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;-1;-1;0;0;0;0;-1;0;0;0;0;0;0;0;0;0
