Id;Name;Country;JapName;Adaptability;Photo;Photo_file;EditName;EditCountry;EditPhoto;EditIntern;Value1;Value2;Value3;Value4;Value5;Value6
102108;Rubén Insúa;144;;0;-1;;False;False;False;False;0;6;0;0;0;0
102109;Mikel Arteta;236;;0;-1;;False;False;False;False;0;6;0;0;0;0
102111;Claudio Úbeda;144;;0;-1;;False;False;False;False;0;6;0;0;0;0
102116;Carles Manso;236;;0;-1;;False;False;False;False;0;6;0;0;0;0
102117;Claudinei Oliveira;146;;0;-1;;False;False;False;False;0;6;0;0;0;0
102119;Dejan Stanković;303;;0;-1;;False;False;False;False;0;6;0;0;0;0
102127;Felipe Gutiérrez;147;;0;-1;;False;False;False;False;0;6;0;0;0;0
102138;Marius Sumudica;229;;0;-1;;False;False;False;False;0;6;0;0;0;0
102140;Fumitake Miura;13;;0;-1;;False;False;False;False;0;6;0;0;0;0
102141;Lee Jung-hyo;16;;0;-1;;False;False;False;False;0;6;0;0;0;0
102142;Fábio Carille;146;;0;-1;;False;False;False;False;0;6;0;0;0;0
102143;Dragan Skocic;200;;0;-1;;False;False;False;False;0;6;0;0;0;0
102146;Noureddine Ould Ali;44;;0;-1;;False;False;False;False;0;6;0;0;0;0
102150;Daré Nibombé;91;;0;-1;;False;False;False;False;0;6;0;0;0;0
102152;Sergej Barbarez;198;;0;-1;;False;False;False;False;0;6;0;0;0;0
102154;Anthony Correia;224;;0;-1;;False;False;False;False;0;6;0;0;0;0
102156;Ha Hyeok-jun;16;;0;-1;;False;False;False;False;0;6;0;0;0;0
102157;Ricardo Zielinski;144;;0;-1;;False;False;False;False;0;6;0;0;0;0
102159;Igor Kostyuk;239;;0;-1;;False;False;False;False;0;6;0;0;0;0
102160;Walter Zunino;144;;0;-1;;False;False;False;False;0;6;0;0;0;0
102180;Mano Menezes;146;;0;-1;;False;False;False;False;0;6;0;0;0;0
102181;Norberto Araujo;144;;0;-1;;False;False;False;False;0;6;0;0;0;0
102183;Albert Celades;236;;0;-1;;False;False;False;False;0;6;0;0;0;0
102184;Han Peng;7;;0;-1;;False;False;False;False;0;6;0;0;0;0
102187;Ismail Kartal;190;;0;-1;;False;False;False;False;0;6;0;0;0;0
102219;Nathan Jones;241;;0;-1;;False;False;False;False;0;6;0;0;0;0
102220;Fabio Celestini;238;;0;-1;;False;False;False;False;0;6;0;0;0;0
102232;Hugo Oliveira;228;;0;-1;;False;False;False;False;0;6;0;0;0;0
102235;Luis García;236;;0;-1;;False;False;False;False;0;6;0;0;0;0
102236;Dwight Yorke;133;;0;-1;;False;False;False;False;0;6;0;0;0;0
102246;Pedro Gonçalves;228;;0;-1;;False;False;False;False;0;6;0;0;0;0
102247;Moreno Longo;215;;0;-1;;False;False;False;False;0;6;0;0;0;0
102248;Angelo Gregucci;215;;0;-1;;False;False;False;False;0;6;0;0;0;0
102249;Carlos Tevez;144;;0;-1;;False;False;False;False;0;6;0;0;0;0
102256;Kent Nielsen;203;;0;-1;;False;False;False;False;0;6;0;0;0;0
102261;Alex Neil;232;;0;-1;;False;False;False;False;0;6;0;0;0;0
102269;Go Kuroda;13;;0;-1;;False;False;False;False;0;6;0;0;0;0
102270;Borja Jiménez;236;;0;-1;;False;False;False;False;0;6;0;0;0;0
102271;Rolan Gusev;230;;0;-1;;False;False;False;False;0;6;0;0;0;0
102274;Peter Zeidler;210;;0;-1;;False;False;False;False;0;6;0;0;0;0
102275;Alexandre Gama;146;;0;-1;;False;False;False;False;0;6;0;0;0;0
102276;Alexander Blessin;210;;0;-1;;False;False;False;False;0;6;0;0;0;0
102287;Ivan Jovanovic;303;;0;-1;;False;False;False;False;0;6;0;0;0;0
102290;Marvin Bartley;204;;0;-1;;False;False;False;False;0;6;0;0;0;0
102293;Sébastien Desabre;208;;0;-1;;False;False;False;False;0;6;0;0;0;0
102297;Jamal Sellami;76;;0;-1;;False;False;False;False;0;6;0;0;0;0
102299;Francisco Rodríguez;236;;0;-1;;False;False;False;False;0;0;0;0;0;0
102301;Vadim Evseev;230;;0;-1;;False;False;False;False;0;6;0;0;0;0
102303;Sergiy Rebrov;239;;0;-1;;False;False;False;False;0;6;0;0;0;0
102304;Henrik Pedersen;203;;0;-1;;False;False;False;False;0;6;0;0;0;0
102307;Fatih Tekke;190;;0;-1;;False;False;False;False;0;6;0;0;0;0
102310;Rado Vidošić;162;;0;-1;;False;False;False;False;0;6;0;0;0;0
102311;Nestor El Maestro;303;;0;-1;;False;False;False;False;0;6;0;0;0;0
121567;Hajime Moriyasu;13;;0;-1;;False;False;False;False;0;6;0;0;0;0
121588;Iñigo Pérez;236;;0;-1;;False;False;False;False;0;6;0;0;0;0
121590;Georgios Donis;238;;0;-1;;False;False;False;False;0;6;0;0;0;0
121591;Pedro Emanuel;228;;0;-1;;False;False;False;False;0;6;0;0;0;0
121592;José Gomes;228;;0;-1;;False;False;False;False;0;6;0;0;0;0
121593;Grégory Poirier;208;;0;-1;;False;False;False;False;0;6;0;0;0;0
121594;Morena Ramoreboli;87;;0;-1;;False;False;False;False;0;6;0;0;0;0
121596;Mohamed Ouahbi;76;;0;-1;;False;False;False;False;0;6;0;0;0;0
131073;Roberto Martínez;236;;0;-1;;False;False;False;False;0;6;0;0;0;0
131120;Sin Yong-nam;15;;0;-1;;False;False;False;False;0;6;0;0;0;0
131157;Gerardo Martino;144;;0;-1;;False;False;False;False;0;6;0;0;0;0
131344;Robbie Keane;214;;0;-1;;False;False;False;False;0;6;0;0;0;0
131395;Carlos Queiroz;228;;0;-1;;False;False;False;False;0;6;0;0;0;0
131403;Kasper Hjulmand;203;;0;-1;;False;False;False;False;0;6;0;0;0;0
131465;Fabián Bustos;144;;0;-1;;False;False;False;False;0;6;0;0;0;0
131491;Luis Enrique;236;;0;-1;;False;False;False;False;0;6;0;0;0;0
131522;Juan Carlos Carcedo;236;;0;-1;;False;False;False;False;0;6;0;0;0;0
264388;R. Armandoz;236;;0;-1;;False;False;False;False;0;0;0;0;0;0
266246;L. Medeiros;228;;0;-1;;False;False;False;False;0;0;0;0;0;0
524294;ESPIMAS;208;;0;-1;;False;False;False;False;0;6;0;0;0;0
524295;VALENY;208;;0;-1;;False;False;False;False;0;6;0;0;0;0
524296;KELSEN;194;;0;-1;;False;False;False;False;0;6;0;0;0;0
524297;IOUGA;229;;0;-1;;False;False;False;False;0;6;0;0;0;0
524298;NJORGO;226;;0;-1;;False;False;False;False;0;6;0;0;0;0
524299;HUYLENS;224;;0;-1;;False;False;False;False;0;6;0;0;0;0
524300;OSTWAUT;210;;0;-1;;False;False;False;False;0;6;0;0;0;0
524301;CELNILI;215;;0;-1;;False;False;False;False;0;6;0;0;0;0
524302;MACCO;241;;0;-1;;False;False;False;False;0;6;0;0;0;0
524303;CECIU;204;;0;-1;;False;False;False;False;0;6;0;0;0;0
524304;BURCHET;162;;0;-1;;False;False;False;False;0;6;0;0;0;0
524305;DULIC;303;;0;-1;;False;False;False;False;0;6;0;0;0;0
524306;HARTY;214;;0;-1;;False;False;False;False;0;6;0;0;0;0
524307;BAROTA;236;;0;-1;;False;False;False;False;0;6;0;0;0;0
524308;XIMELEZ;236;;0;-1;;False;False;False;False;0;6;0;0;0;0
524309;NACHDECAL;203;;0;-1;;False;False;False;False;0;6;0;0;0;0
524310;ZAMENHOF;227;;0;-1;;False;False;False;False;0;6;0;0;0;0
524312;SABATINI;215;;0;-1;;False;False;False;False;0;6;0;0;0;0
524313;ARAMBURU;236;;0;-1;;False;False;False;False;0;6;0;0;0;0
524314;FISCHER;210;;0;-1;;False;False;False;False;0;6;0;0;0;0
524315;ROLDAN;144;;0;-1;;False;False;False;False;0;6;0;0;0;0
